_c0,event_name,event_id,event_type,trans_min,trans_max,presale_start,presale_end,pub_sale_start,pub_sale_end,event_date,event_promoter,event_attraction_ids,resaleStatus,status
88,Shania Twain: Queen Of Me Tour,vvG1iZ94EbSeQa,Country,40.95,300.95,2022-11-03T17:00:00Z,2022-11-04T05:00:00Z,2022-11-04T17:00:00Z,2023-05-29T03:30:00Z,2023-05-28,ANDREW HEWITT & BILL SILVA PRESENTS,"K8vZ91719n0, K8vZ917Kj1f",TICKETS_AVAILABLE,TICKETS_AVAILABLE
89,Indianapolis Colts v Houston Texans,vvG1fZ9a1riw4a,Football,31.0,325.0,2022-05-13T00:00:00Z,2022-05-13T14:00:00Z,2022-05-13T15:00:00Z,2023-01-08T19:00:00Z,2023-01-08,NFL REGULAR SEASON,"K8vZ9171oV0, K8vZ91756Kf",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
90,Shania Twain: Queen Of Me Tour,vvG1FZ94NUUgW3,Country,40.95,225.95,2022-11-01T14:00:00Z,2022-11-04T02:00:00Z,2022-11-04T14:00:00Z,2023-06-10T01:30:00Z,2023-06-09,LIVE NATION MUSIC,"K8vZ91719n0, K8vZ917_bOf",TICKETS_AVAILABLE,TICKETS_AVAILABLE
91,Dallas Mavericks vs. Boston Celtics,vvG1YZ9oFEhEWd,Basketball,80.0,475.0,2022-08-25T15:00:00Z,2022-08-26T02:00:00Z,2022-08-27T15:00:00Z,2023-01-06T02:30:00Z,2023-01-05,NBA REGULAR SEASON,"K8vZ9171o17, K8vZ91718Xf",TICKETS_NOT_AVAILABLE,TICKETS_NOT_AVAILABLE
92,Los Angeles Lakers vs. Atlanta Hawks,G5eYZ98HuzOS7,Basketball,90.0,1000.0,2022-08-29T22:00:00Z,2022-08-30T05:00:00Z,2022-08-30T17:00:00Z,2023-01-07T03:30:00Z,2023-01-06,NBA REGULAR SEASON,"K8vZ91718T0, K8vZ91718XV",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
93,Eagles,G5vYZ9fi0NkWR,Rock,125.0,445.0,2022-10-27T17:00:00Z,2022-10-28T05:00:00Z,2022-10-28T17:00:00Z,2023-02-22T05:00:00Z,2023-02-21,LIVE NATION MUSIC,K8vZ9171ob7,TICKETS_AVAILABLE,TICKETS_AVAILABLE
94,Cleveland Cavaliers vs. Golden State Warriors,Z7r9jZ1Ad4sq8,Basketball,0.0,0.0,NA,NA,1900-01-01T18:00:00Z,2023-01-21T00:30:00Z,2023-01-20,NA,"K8vZ9171oa7, K8vZ9171oa0",UNKNOWN,UNKNOWN
95,P!NK: Summer Carnival 2023,vvG1bZ9pG_aazC,Rock,39.95,329.95,2022-11-17T18:00:00Z,2022-11-21T05:00:00Z,2022-11-21T16:00:00Z,2023-08-20T00:00:00Z,2023-08-19,LIVE NATION MUSIC,"K8vZ9171Jo7, K8vZ9175z3V, K8vZ917ufxV, K8vZ9178Lb7",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
96,Minnesota Timberwolves vs. LA Clippers,Z7r9jZ1Ad4s0F,Basketball,0.0,0.0,NA,NA,1900-01-01T18:00:00Z,2023-01-07T02:00:00Z,2023-01-06,NA,"K8vZ9171o10, K8vZ9171o1V",UNKNOWN,UNKNOWN
97,Shania Twain: Queen Of Me Tour,k7vGF99Q6lvAt,Country,46.0,925.95,2022-11-30T15:00:00Z,2022-12-02T03:00:00Z,2022-12-02T15:00:00Z,2023-07-04T00:00:00Z,2023-07-03,LIVE NATION MUSIC,"K8vZ91719n0, K8vZ917_940",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
98,Shania Twain: Queen Of Me Tour,vvG1bZ94EKKg1n,Country,37.95,232.95,2022-11-03T15:00:00Z,2022-11-04T03:00:00Z,2022-11-04T15:00:00Z,2023-05-20T02:30:00Z,2023-05-19,LIVE NATION MUSIC,"K8vZ91719n0, K8vZ917Kj1f",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
99,Eagles,vvG1IZ9o1GLwpt,Rock,189.5,399.5,2022-10-27T17:00:00Z,2022-10-28T05:00:00Z,2022-10-28T17:00:00Z,2023-02-25T04:00:00Z,2023-02-24,LIVE NATION MUSIC,K8vZ9171ob7,TICKETS_AVAILABLE,FEW_TICKETS_LEFT
100,P!NK: Summer Carnival 2023,Z7r9jZ1AdQ7F3,Pop,0.0,0.0,NA,NA,2022-11-21T16:00:00Z,2023-08-12T23:30:00Z,2023-08-12,LIVE NATION MUSIC,"K8vZ9171Jo7, K8vZ91712h0, K8vZ917GUg7, K8vZ917ufxV, Z7r9jZa3Ys",UNKNOWN,UNKNOWN
101,Shania Twain: Queen Of Me Tour,G5eZZ94ENDhHq,Country,46.95,241.95,2022-11-03T15:00:00Z,2023-06-04T00:00:00Z,2022-11-04T15:00:00Z,2023-06-04T02:30:00Z,2023-06-03,LIVE NATION MUSIC,"K8vZ91719n0, K8vZ917_bOf",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
102,Detroit Red Wings vs. Florida Panthers,vvG1OZ9uMPk4fP,Hockey,69.0,355.0,2022-07-07T14:00:00Z,2023-01-07T00:00:00Z,2022-08-05T14:00:00Z,2023-01-07T00:00:00Z,2023-01-06,NHL REGULAR SEASON,"K8vZ9171o20, K8vZ9171pMf",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
103,Shania Twain: Queen Of Me Tour,G5vzZ94J_UvaX,Country,60.95,245.95,2022-11-03T16:00:00Z,2022-11-04T04:00:00Z,2022-11-04T16:00:00Z,2023-05-22T03:30:00Z,2023-05-21,LIVE NATION MUSIC,"K8vZ91719n0, K8vZ917Kj1f",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
104,Shania Twain: Queen Of Me Tour,vvG1bZ94nEt7qa,Country,36.95,216.95,2022-11-03T15:00:00Z,2022-11-04T03:00:00Z,2022-11-04T15:00:00Z,2023-07-20T01:30:00Z,2023-07-19,LIVE NATION MUSIC,"K8vZ91719n0, K8vZ91730MV",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
105,Monster Jam,G5vYZ98KbpbIe,Motorsports/Racing,20.0,130.0,2022-09-13T17:00:00Z,2022-09-20T06:59:00Z,2022-09-20T17:00:00Z,2023-01-08T01:00:00Z,2023-01-07,FELD MOTORSPORTS,K8vZ917uyff,TICKETS_AVAILABLE,TICKETS_AVAILABLE
106,Brooklyn Nets vs. Philadelphia 76ers,Z7r9jZ1Ad4s-P,Basketball,0.0,0.0,NA,NA,1900-01-01T18:00:00Z,2023-02-11T23:00:00Z,2023-02-11,NA,"K8vZ9171o5f, K8vZ9171oZ0",UNKNOWN,UNKNOWN
107,P!NK: Summer Carnival 2023,G5dIZ9p9z5bkM,Rock,39.95,349.95,2022-11-19T16:00:00Z,2022-11-21T05:00:00Z,2022-11-21T16:00:00Z,2023-09-28T01:30:00Z,2023-09-27,LIVE NATION MUSIC,"K8vZ9171Jo7, K8vZ9175z3V, K8vZ917ufxV, K8vZ9178Lb7",TICKETS_AVAILABLE,TICKETS_AVAILABLE
108,San Jose Sharks vs. Boston Bruins,G5vYZ9uBiOwF0,Hockey,74.0,506.0,2022-09-06T16:00:00Z,2022-09-09T06:59:00Z,2022-09-09T17:00:00Z,2023-01-08T04:30:00Z,2023-01-07,NHL REGULAR SEASON,"K8vZ9171oBf, K8vZ9171o27",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
109,Golden State Warriors vs. Los Angeles Lakers,G5vYZ98wrTwjs,Basketball,235.0,4000.0,2022-08-17T19:00:00Z,2022-10-19T02:00:00Z,2022-09-15T17:00:00Z,2023-02-12T02:00:00Z,2023-02-11,NBA REGULAR SEASON,"K8vZ9171oa0, K8vZ91718T0",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
110,P!NK: Summer Carnival 2023,Z7r9jZ1Ad_YkZ,Pop,0.0,0.0,NA,NA,2022-11-21T15:00:00Z,2023-07-31T22:00:00Z,2023-07-31,LIVE NATION MUSIC,"K8vZ9171Jo7, K8vZ91712h0, K8vZ917GUg7, K8vZ917ufxV, Z7r9jZa3Ys",UNKNOWN,UNKNOWN
111,Cleveland Cavaliers vs. New Orleans Pelicans,Z7r9jZ1Ad4sqa,Basketball,0.0,0.0,NA,NA,1900-01-01T18:00:00Z,2023-01-16T20:00:00Z,2023-01-16,NA,"K8vZ9171oa7, K8vZ9171oaV",UNKNOWN,UNKNOWN
112,Shania Twain: Queen Of Me Tour,G5diZ94NPjotW,Country,65.95,300.95,2022-11-01T14:00:00Z,2023-07-11T23:30:00Z,2022-11-04T13:00:00Z,2023-07-11T23:30:00Z,2023-07-11,LIVE NATION - NO LN CONCERTS BRANDING,"K8vZ91719n0, K8vZ917_bOf",TICKETS_AVAILABLE,TICKETS_AVAILABLE
113,Bud Light Super Bowl Music Fest - Imagine Dragons and Kane Brown,G5v0Z9927qdHo,Undefined,55.0,1000.0,2022-11-30T17:00:00Z,2022-12-02T05:00:00Z,2022-12-02T17:00:00Z,2023-02-12T04:00:00Z,2023-02-11,PROMOTED BY VENUE,"K8vZ9179tkf, K8vZ917GSz7, K8vZ917fFLf",TICKETS_NOT_AVAILABLE,FEW_TICKETS_LEFT
114,Washington Wizards vs. Golden State Warriors,G5vfZ9odATxXO,Basketball,89.0,1610.0,2022-08-17T19:00:00Z,2022-08-29T02:00:00Z,NA,NA,2023-01-16,NBA REGULAR SEASON,"K8vZ9171oVf, K8vZ9171oa0",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
115,Shania Twain: Queen Of Me Tour,G5viZ99CgEJwx,Country,36.95,221.95,2022-12-01T16:00:00Z,2022-12-02T04:00:00Z,2022-12-02T16:00:00Z,2023-07-25T00:30:00Z,2023-07-24,LIVE NATION MUSIC,"K8vZ91719n0, K8vZ91730MV",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
116,LA Clippers vs. Dallas Mavericks,Z7r9jZ1Ad4sOf,Basketball,0.0,0.0,NA,NA,1900-01-01T18:00:00Z,2023-01-11T03:30:00Z,2023-01-10,NA,"K8vZ9171o1V, K8vZ9171o17",UNKNOWN,UNKNOWN
117,Brooklyn Nets vs. Detroit Pistons,Z7r9jZ1Ad4s-b,Basketball,0.0,0.0,NA,NA,1900-01-01T18:00:00Z,2023-01-27T00:30:00Z,2023-01-26,NA,"K8vZ9171o5f, K8vZ91718T7",UNKNOWN,UNKNOWN
118,Chicago Blackhawks vs. Arizona Coyotes,vvG18Z92KZiwZr,Hockey,23.0,685.0,2022-07-22T17:00:00Z,2023-01-07T03:30:00Z,2022-09-14T19:00:00Z,2023-01-07T03:30:00Z,2023-01-06,NHL REGULAR SEASON,"K8vZ9171oz0, K8vZ9171oo7",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
119,Boston Bruins vs. Seattle Kraken,vvG17Z9uDXNy5h,Hockey,224.0,1541.5,2022-07-07T14:00:00Z,2022-07-07T17:55:00Z,2022-07-07T18:00:00Z,2023-01-13T01:00:00Z,2023-01-12,NHL REGULAR SEASON,"K8vZ9171o27, K8vZ917_vgV",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
120,Dallas Mavericks vs. New Orleans Pelicans,vvG1YZ9oFO7MU_,Basketball,80.0,540.0,2022-08-25T15:00:00Z,2022-08-26T02:00:00Z,2022-08-27T15:00:00Z,2023-01-08T03:00:00Z,2023-01-07,NBA REGULAR SEASON,"K8vZ9171o17, K8vZ9171oaV",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
121,Shania Twain: Queen Of Me Tour,Z7r9jZ1Ad_xjV,Country,0.0,0.0,NA,NA,2022-11-04T15:00:00Z,2023-05-17T00:30:00Z,2023-05-16,LIVE NATION MUSIC,"K8vZ91719n0, K8vZ917Kj1f",UNKNOWN,UNKNOWN
122,Shania Twain: Queen Of Me Tour,Z7r9jZ1Ad_xjS,Country,0.0,0.0,NA,NA,2022-11-04T17:00:00Z,2023-04-29T02:30:00Z,2023-04-28,LIVE NATION MUSIC,"K8vZ91719n0, K8vZ9172-p0",UNKNOWN,UNKNOWN
123,Indiana Pacers vs. Los Angeles Lakers,vvG1fZ98wn2dDZ,Basketball,34.0,785.0,2022-08-17T19:00:00Z,2022-10-12T23:00:00Z,2022-09-28T18:00:00Z,2023-02-03T00:00:00Z,2023-02-02,NBA REGULAR SEASON,"K8vZ9171o1f, K8vZ91718T0",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
124,New Orleans Saints vs. Carolina Panthers,G5viZ915Lpb7i,Football,0.0,0.0,2022-05-13T00:00:00Z,2023-01-08T19:00:00Z,2022-05-13T00:00:00Z,2023-01-08T19:00:00Z,2023-01-08,SEATGEEK,"K8vZ9171ouV, K8vZ9171oPf",TICKETS_AVAILABLE,TICKETS_NOT_AVAILABLE
125,P!NK: Summer Carnival 2023,Z7r9jZ1AdQ7-U,Pop,0.0,0.0,NA,NA,2022-11-21T15:00:00Z,2023-08-01T22:00:00Z,2023-08-01,LIVE NATION MUSIC,"K8vZ9171Jo7, K8vZ91712h0, K8vZ917GUg7, K8vZ917ufxV, Z7r9jZa3Ys",UNKNOWN,UNKNOWN
126,Shania Twain: Queen Of Me Tour,vvG1bZ9b9mzkpf,Country,38.95,223.95,2022-12-13T16:00:00Z,2022-12-16T04:00:00Z,2022-12-16T17:00:00Z,2023-11-06T01:30:00Z,2023-11-05,LIVE NATION MUSIC,"K8vZ91719n0, K8vZ917_360",TICKETS_AVAILABLE,TICKETS_AVAILABLE
127,Shania Twain: Queen Of Me Tour,G5eVZ9bpVl3l1,Country,40.95,220.95,2022-12-13T15:00:00Z,2022-12-16T03:00:00Z,2022-12-16T15:00:00Z,2023-10-19T00:30:00Z,2023-10-18,LIVE NATION MUSIC,"K8vZ91719n0, K8vZ917_360",TICKETS_AVAILABLE,TICKETS_AVAILABLE
128,Boston Celtics vs. Los Angeles Lakers,vvG17Z9oenAvBs,Basketball,247.5,1504.5,NA,NA,2022-08-19T14:00:00Z,2023-01-29T02:30:00Z,2023-01-28,NBA REGULAR SEASON,"K8vZ91718Xf, K8vZ91718T0",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
129,Charlotte Hornets vs. Boston Celtics,G5eVZ92m6_3dc,Basketball,49.0,775.0,2022-08-18T13:00:00Z,2022-08-19T13:59:00Z,2022-08-19T14:00:00Z,2023-01-15T01:30:00Z,2023-01-14,NBA REGULAR SEASON,"K8vZ9175Nnf, K8vZ91718Xf",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
130,Boston Bruins vs. Philadelphia Flyers,vvG17Z9uDXP_5O,Hockey,230.0,1541.5,2022-07-07T14:00:00Z,2022-07-07T17:55:00Z,2022-07-07T18:00:00Z,2023-01-16T19:00:00Z,2023-01-16,NHL REGULAR SEASON,"K8vZ9171o27, K8vZ9171oy0",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
131,Shania Twain: Queen Of Me Tour,k7vGF9b9d3x6_,Country,55.5,225.95,2022-12-13T15:00:00Z,2022-12-16T03:00:00Z,2022-12-16T15:00:00Z,2023-10-21T01:30:00Z,2023-10-20,LIVE NATION MUSIC,"K8vZ91719n0, K8vZ917_360",TICKETS_AVAILABLE,TICKETS_AVAILABLE
132,Eagles,G5vYZ9KBoi95B,Rock,299.95,679.95,NA,NA,2022-10-07T17:00:00Z,2023-02-18T02:00:00Z,2023-02-17,PROMOTED BY VENUE,K8vZ9171ob7,TICKETS_AVAILABLE,TICKETS_NOT_AVAILABLE
133,Shania Twain: Queen Of Me Tour,vvG1fZ9b9M8UJH,Country,50.95,225.95,2022-12-13T15:00:00Z,2022-12-16T03:00:00Z,2022-12-16T15:00:00Z,2023-10-28T01:30:00Z,2023-10-27,LIVE NATION MUSIC,"K8vZ91719n0, K8vZ917_360",TICKETS_AVAILABLE,TICKETS_AVAILABLE
134,Shania Twain: Queen Of Me Tour,G5dIZ9bpISx4C,Country,40.95,225.95,2022-12-13T16:00:00Z,2022-12-16T04:00:00Z,2022-12-16T16:00:00Z,2023-10-13T00:30:00Z,2023-10-12,COMMUNITY ARENA MANAGEMENT,"K8vZ91719n0, K8vZ917_360",TICKETS_AVAILABLE,TICKETS_AVAILABLE
135,UCLA Bruins Mens Basketball vs. USC Trojans Mens Basketball,Z7r9jZ1Adbg0S,Basketball,0.0,0.0,NA,NA,1900-01-01T06:00:00Z,2023-01-06T02:30:00Z,2023-01-05,NA,"K8vZ9171frf, K8vZ9171THf",UNKNOWN,UNKNOWN
136,Portland Trail Blazers vs. Los Angeles Lakers,vvG1HZ92maWds-,Basketball,90.0,2500.0,2022-08-24T17:00:00Z,2022-08-25T06:59:00Z,2022-08-25T17:00:00Z,2023-01-23T03:00:00Z,2023-01-22,NBA REGULAR SEASON,"K8vZ9171oZV, K8vZ91718T0",TICKETS_AVAILABLE,TICKETS_AVAILABLE
137,Boston Celtics vs. Chicago Bulls,vvG17Z9oenvsBQ,Basketball,53.5,959.5,NA,NA,2022-08-19T14:00:00Z,2023-01-10T01:30:00Z,2023-01-09,NBA REGULAR SEASON,"K8vZ91718Xf, K8vZ91718X0",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
138,Boston Celtics vs. Golden State Warriors,vvG17Z9oendsBE,Basketball,212.5,1504.5,NA,NA,2022-08-19T14:00:00Z,2023-01-20T01:30:00Z,2023-01-19,NBA REGULAR SEASON,"K8vZ91718Xf, K8vZ9171oa0",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
139,Shania Twain: Queen Of Me Tour,G5viZ9b9lbMI5,Country,45.95,225.95,2022-12-15T15:00:00Z,2022-12-16T03:00:00Z,2022-12-16T15:00:00Z,2023-10-17T01:30:00Z,2023-10-16,LIVE NATION MUSIC,"K8vZ91719n0, K8vZ917_360",TICKETS_AVAILABLE,TICKETS_AVAILABLE
140,Chicago Bulls vs. Golden State Warriors,vvG18Z9o1XMdnU,Basketball,125.0,2200.0,2022-09-13T15:00:00Z,2022-09-14T02:00:00Z,2022-09-15T15:00:00Z,2023-01-15T22:30:00Z,2023-01-15,NBA REGULAR SEASON,"K8vZ91718X0, K8vZ9171oa0",TICKETS_AVAILABLE,TICKETS_AVAILABLE
141,Boston Bruins vs. San Jose Sharks,vvG17Z9uDXJa50,Hockey,200.0,1541.5,2022-07-07T14:00:00Z,2022-07-07T17:55:00Z,2022-07-07T18:00:00Z,2023-01-23T01:00:00Z,2023-01-22,NHL REGULAR SEASON,"K8vZ9171o27, K8vZ9171oBf",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
142,Shania Twain: Queen Of Me Tour,G5vbZ9b9KU3fV,Country,42.95,234.95,2022-12-15T15:00:00Z,2022-12-16T03:00:00Z,2022-12-16T15:00:00Z,2023-10-29T01:30:00Z,2023-10-28,LIVE NATION MUSIC,"K8vZ91719n0, K8vZ917_360",TICKETS_AVAILABLE,TICKETS_AVAILABLE
143,Los Angeles Lakers vs. Golden State Warriors,G5eYZ98HCZZSL,Basketball,170.0,1560.0,2022-08-29T22:00:00Z,2022-08-30T05:00:00Z,2022-08-30T17:00:00Z,2023-02-24T03:00:00Z,2023-02-23,NBA REGULAR SEASON,"K8vZ91718T0, K8vZ9171oa0",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
144,Philadelphia Flyers vs. Toronto Maple Leafs,Z7r9jZ1AdfsP6,Hockey,0.0,0.0,NA,NA,1900-01-01T18:00:00Z,2023-01-09T00:00:00Z,2023-01-08,NA,"K8vZ9171oy0, K8vZ9171o80",UNKNOWN,UNKNOWN
145,Detroit Red Wings vs. Columbus Blue Jackets,vvG1OZ9uMP6PfR,Hockey,69.0,355.0,2022-07-07T14:00:00Z,2023-01-15T00:00:00Z,2022-08-05T14:00:00Z,2023-01-15T00:00:00Z,2023-01-14,NHL REGULAR SEASON,"K8vZ9171o20, K8vZ9171-C0",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
146,Memphis Grizzlies vs. Los Angeles Lakers,G5viZ983AnUv_,Basketball,88.0,679.0,2022-08-17T20:00:00Z,2022-08-17T21:59:00Z,2022-08-17T22:00:00Z,2023-03-01T03:00:00Z,2023-02-28,NBA REGULAR SEASON,"K8vZ9171Kg7, K8vZ91718T0",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
147,Cleveland Cavaliers vs. Milwaukee Bucks,Z7r9jZ1Ad4sqo,Basketball,0.0,0.0,NA,NA,1900-01-01T18:00:00Z,2023-01-22T00:30:00Z,2023-01-21,NA,"K8vZ9171oa7, K8vZ91718TV",UNKNOWN,UNKNOWN
148,Chicago Bulls vs. Utah Jazz,vvG18Z9o1XUdnR,Basketball,49.0,850.0,2022-09-13T15:00:00Z,2022-09-14T02:00:00Z,2022-09-15T15:00:00Z,2023-01-08T03:00:00Z,2023-01-07,NBA REGULAR SEASON,"K8vZ91718X0, K8vZ9171o5V",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
149,Boston Bruins vs. Toronto Maple Leafs,vvG17Z9uDX0t5r,Hockey,325.0,1541.5,2022-07-07T14:00:00Z,2022-07-07T17:55:00Z,2022-07-07T18:00:00Z,2023-01-15T01:00:00Z,2023-01-14,NHL REGULAR SEASON,"K8vZ9171o27, K8vZ9171o80",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
150,Houston Rockets vs. Minnesota Timberwolves,Z7r9jZ1Ad4wZA,Basketball,0.0,0.0,NA,NA,1900-01-01T18:00:00Z,2023-01-09T00:00:00Z,2023-01-08,NA,"K8vZ91718Tf, K8vZ9171o10",UNKNOWN,UNKNOWN
151,Washington Wizards vs. New Orleans Pelicans,G5vfZ9odAXeWy,Basketball,17.0,888.0,2022-08-17T19:00:00Z,2022-08-29T02:00:00Z,NA,NA,2023-01-09,NBA REGULAR SEASON,"K8vZ9171oVf, K8vZ9171oaV",TICKETS_AVAILABLE,TICKETS_AVAILABLE
152,Los Angeles Lakers vs. Philadelphia 76ers,G5eYZ98HuBZS1,Basketball,130.0,1125.0,2022-08-29T22:00:00Z,2022-08-30T05:00:00Z,2022-08-30T17:00:00Z,2023-01-16T02:30:00Z,2023-01-15,NBA REGULAR SEASON,"K8vZ91718T0, K8vZ9171oZ0",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
153,Detroit Red Wings vs. Philadelphia Flyers,vvG1OZ9uMPFAfS,Hockey,69.0,355.0,2022-07-07T14:00:00Z,2023-01-22T00:00:00Z,2022-08-05T14:00:00Z,2023-01-22T00:00:00Z,2023-01-21,NHL REGULAR SEASON,"K8vZ9171o20, K8vZ9171oy0",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
154,Carolina Hurricanes vs. Pittsburgh Penguins,G5eVZ92J4BdgC,Hockey,80.0,450.0,NA,NA,2022-08-10T16:00:00Z,2023-01-15T01:00:00Z,2023-01-14,NHL REGULAR SEASON,"K8vZ9171o2f, K8vZ9171o8f",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
155,Los Angeles Lakers vs. Memphis Grizzlies,G5eYZ98HuHZSo,Basketball,110.0,1000.0,2022-08-29T22:00:00Z,2022-08-30T05:00:00Z,2022-08-30T17:00:00Z,2023-01-21T03:00:00Z,2023-01-20,NBA REGULAR SEASON,"K8vZ91718T0, K8vZ9171Kg7",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
156,New Orleans Pelicans vs. Washington Wizards,Z7r9jZ1Ad4w1e,Basketball,0.0,0.0,NA,NA,1900-01-01T18:00:00Z,2023-01-29T01:00:00Z,2023-01-28,NA,"K8vZ9171oaV, K8vZ9171oVf",UNKNOWN,UNKNOWN
157,Eagles,vvG1IZ9o1GO3pl,Rock,189.5,399.5,2022-11-10T18:00:00Z,2022-11-11T06:00:00Z,2022-11-11T18:00:00Z,2023-02-26T04:00:00Z,2023-02-25,LIVE NATION MUSIC,K8vZ9171ob7,TICKETS_AVAILABLE,TICKETS_AVAILABLE
158,Disney On Ice presents Into the Magic,vvG1FZ9oxfBSUC,Ice Shows,20.0,210.0,2022-10-11T14:00:00Z,2022-10-18T03:59:00Z,2022-10-18T14:00:00Z,2023-01-14T18:00:00Z,2023-01-14,FELD ENTERTAINMENT DISNEY ON ICE,K8vZ917pZO0,TICKETS_AVAILABLE,TICKETS_AVAILABLE
159,Houston Rockets vs. Charlotte Hornets,Z7r9jZ1Ad4wZk,Basketball,0.0,0.0,NA,NA,1900-01-01T18:00:00Z,2023-01-19T01:00:00Z,2023-01-18,NA,"K8vZ91718Tf, K8vZ9175Nnf",UNKNOWN,UNKNOWN
160,Minnesota Timberwolves vs. Los Angeles Lakers,Z7r9jZ1Ad4s0J,Basketball,0.0,0.0,NA,NA,1900-01-01T18:00:00Z,2023-04-01T00:00:00Z,2023-03-31,NA,"K8vZ9171o10, K8vZ91718T0",UNKNOWN,UNKNOWN
161,Tampa Bay Lightning vs. Boston Bruins,vvG1VZ92wkbjbM,Hockey,59.25,995.25,2022-08-02T14:00:00Z,2022-08-05T12:00:00Z,2022-08-05T14:00:00Z,2023-01-27T01:00:00Z,2023-01-26,NHL REGULAR SEASON,"K8vZ9171oBV, K8vZ9171o27",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
162,Carolina Hurricanes vs. Boston Bruins,G5eVZ92J4Hdgl,Hockey,60.0,400.0,NA,NA,2022-08-10T16:00:00Z,2023-01-29T23:00:00Z,2023-01-29,NHL REGULAR SEASON,"K8vZ9171o2f, K8vZ9171o27",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
163,Detroit Red Wings vs. Winnipeg Jets,vvG1OZ9uMPkgfI,Hockey,39.0,209.25,2022-07-07T14:00:00Z,2023-01-11T00:00:00Z,2022-08-05T14:00:00Z,2023-01-11T00:00:00Z,2023-01-10,NHL REGULAR SEASON,"K8vZ9171o20, K8vZ917Cly7",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
164,Golden State Warriors vs. Toronto Raptors,G5vYZ98wrXejf,Basketball,90.0,1425.0,2022-08-17T19:00:00Z,2022-10-19T02:00:00Z,2022-09-15T17:00:00Z,2023-01-28T03:30:00Z,2023-01-27,NBA REGULAR SEASON,"K8vZ9171oa0, K8vZ9171KC0",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
165,Pittsburgh Penguins vs. Vancouver Canucks,G5vbZ9CkQs-Sq,Hockey,43.0,999.0,2022-08-02T14:00:00Z,2022-08-03T13:59:00Z,2022-08-03T14:00:00Z,2023-01-11T00:30:00Z,2023-01-10,NHL REGULAR SEASON,"K8vZ9171o8f, K8vZ9171oH7",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
166,Philadelphia 76ers vs. Chicago Bulls,vvG1FZ92wuD7kx,Basketball,70.0,709.0,2022-09-15T13:00:00Z,2022-09-16T14:00:00Z,2022-09-16T14:00:00Z,2023-01-07T00:30:00Z,2023-01-06,NBA REGULAR SEASON,"K8vZ9171oZ0, K8vZ91718X0",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
167,Disney On Ice presents Find Your Hero,vvG1fZ9G-AnuFh,Ice Shows,23.0,89.0,2022-07-19T14:00:00Z,2022-07-26T03:59:00Z,2022-07-26T14:00:00Z,2023-01-21T20:00:00Z,2023-01-21,FELD ENTERTAINMENT DISNEY ON ICE,K8vZ9172HM0,TICKETS_AVAILABLE,FEW_TICKETS_LEFT
168,Disney On Ice presents Into the Magic,vvG1FZ9oxfDSUJ,Ice Shows,20.0,210.0,2022-10-11T14:00:00Z,2022-10-18T03:59:00Z,2022-10-18T14:00:00Z,2023-01-14T22:00:00Z,2023-01-14,FELD ENTERTAINMENT DISNEY ON ICE,K8vZ917pZO0,TICKETS_AVAILABLE,TICKETS_AVAILABLE
