_c0,event_name,event_id,event_type,trans_min,trans_max,presale_start,presale_end,pub_sale_start,pub_sale_end,event_date,event_promoter,event_attraction_ids,resaleStatus,status
169,Washington Capitals vs. Nashville Predators,G5vfZ9Cpz_sDA,Hockey,50.0,747.0,2022-07-06T04:00:00Z,2022-07-08T16:00:00Z,2022-08-26T14:00:00Z,2023-01-07T01:30:00Z,2023-01-06,NHL REGULAR SEASON,"K8vZ9171o8V, K8vZ9171_Y7",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
170,Disney On Ice presents Find Your Hero,vvG1fZ9G-AtqF_,Ice Shows,23.0,89.0,2022-07-19T14:00:00Z,2022-07-26T03:59:00Z,2022-07-26T14:00:00Z,2023-01-21T16:00:00Z,2023-01-21,FELD ENTERTAINMENT DISNEY ON ICE,K8vZ9172HM0,TICKETS_AVAILABLE,TICKETS_AVAILABLE
171,New Jersey Devils vs. Pittsburgh Penguins,vvG1FZ9Chl1pjc,Hockey,111.0,535.0,2022-11-15T14:00:00Z,2022-11-21T04:59:00Z,2022-08-11T14:00:00Z,2023-01-22T20:00:00Z,2023-01-22,NHL REGULAR SEASON,"K8vZ9171oyV, K8vZ9171o8f",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
172,Los Angeles Lakers vs. Golden State Warriors,G5eYZ98HCvOSI,Basketball,170.0,1560.0,2022-08-29T22:00:00Z,2022-08-30T05:00:00Z,2022-08-30T17:00:00Z,2023-03-05T20:30:00Z,2023-03-05,NBA REGULAR SEASON,"K8vZ91718T0, K8vZ9171oa0",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
173,Shania Twain: Queen Of Me Tour,vvG1YZ9bpfGoLF,Country,77.0,222.0,2022-12-13T16:00:00Z,2022-12-16T04:00:00Z,2022-12-16T16:00:00Z,2023-10-14T00:30:00Z,2023-10-13,LIVE NATION MUSIC,"K8vZ91719n0, K8vZ917_360",TICKETS_AVAILABLE,TICKETS_AVAILABLE
174,Philadelphia 76ers vs. Brooklyn Nets,vvG1FZ92wuD06d,Basketball,80.0,1160.0,2022-09-15T13:00:00Z,2022-09-16T14:00:00Z,2022-09-16T14:00:00Z,2023-01-26T00:30:00Z,2023-01-25,NBA REGULAR SEASON,"K8vZ9171oZ0, K8vZ9171o5f",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
175,Disney On Ice presents Into the Magic,G5dZZ9oJfeoes,Ice Shows,35.0,250.0,2022-10-11T14:00:00Z,2022-10-18T03:59:00Z,2022-10-18T14:00:00Z,2023-01-07T20:00:00Z,2023-01-07,FELD ENTERTAINMENT DISNEY ON ICE,K8vZ917pZO0,TICKETS_AVAILABLE,TICKETS_AVAILABLE
176,Anaheim Ducks vs. Boston Bruins,vvG10Z9uS9NsZI,Hockey,45.0,531.0,2022-07-06T20:15:00Z,2022-08-02T05:00:00Z,2022-09-15T17:00:00Z,2023-01-09T02:00:00Z,2023-01-08,NHL REGULAR SEASON,"K8vZ91713ef, K8vZ9171o27",TICKETS_AVAILABLE,TICKETS_AVAILABLE
177,Pittsburgh Penguins vs. Winnipeg Jets,G5vbZ9CkQwoSN,Hockey,67.0,999.0,2022-08-02T14:00:00Z,2022-08-03T13:59:00Z,2022-08-03T14:00:00Z,2023-01-14T00:30:00Z,2023-01-13,NHL REGULAR SEASON,"K8vZ9171o8f, K8vZ917Cly7",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
178,Shania Twain: Queen Of Me Tour,vvG1IZ94xMsvHh,Country,60.95,225.95,2022-11-03T17:00:00Z,2022-11-04T05:00:00Z,2022-11-04T17:00:00Z,2023-06-01T02:30:00Z,2023-05-31,LIVE NATION MUSIC,"K8vZ91719n0, K8vZ917Kj1f",TICKETS_AVAILABLE,TICKETS_AVAILABLE
179,Shania Twain: Queen Of Me Tour,vvG1jZ9b27FSXg,Country,35.95,220.95,2022-12-15T16:00:00Z,2022-12-16T04:00:00Z,2022-12-16T16:00:00Z,2023-11-01T02:30:00Z,2023-10-31,FRANK PRODUCTIONS,"K8vZ91719n0, K8vZ917_360",TICKETS_AVAILABLE,TICKETS_AVAILABLE
180,Disney On Ice presents Into the Magic,G5dZZ9oJfeveR,Ice Shows,35.0,250.0,2022-10-11T14:00:00Z,2022-10-18T03:59:00Z,2022-10-18T14:00:00Z,2023-01-07T16:00:00Z,2023-01-07,FELD ENTERTAINMENT DISNEY ON ICE,K8vZ917pZO0,TICKETS_AVAILABLE,TICKETS_AVAILABLE
181,Los Angeles Lakers vs. Oklahoma City Thunder,G5eYZ98HuXZS_,Basketball,80.0,1000.0,2022-08-29T22:00:00Z,2022-08-30T05:00:00Z,2022-08-30T17:00:00Z,2023-02-08T03:30:00Z,2023-02-07,NBA REGULAR SEASON,"K8vZ91718T0, K8vZ917GCg7",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
182,Chicago Blackhawks vs. Seattle Kraken,vvG18Z92KZmxZI,Hockey,28.0,840.0,2022-07-22T17:00:00Z,2023-01-15T03:30:00Z,2022-09-14T19:00:00Z,2023-01-15T03:30:00Z,2023-01-14,NHL REGULAR SEASON,"K8vZ9171oz0, K8vZ917_vgV",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
183,P!NK: Summer Carnival 2023-Platinum Tickets,vvG17Z9pYxCIDk,Rock,0.0,0.0,NA,NA,2022-11-21T15:00:00Z,2023-08-02T00:30:00Z,2023-08-01,LIVE NATION MUSIC,"K8vZ9171Jo7, K8vZ91712h0, K8vZ917ufxV, K8vZ9178Lb7",TICKETS_NOT_AVAILABLE,FEW_TICKETS_LEFT
184,Pittsburgh Penguins vs. San Jose Sharks,G5vbZ9CkhZszO,Hockey,77.0,999.0,2022-08-02T14:00:00Z,2022-08-03T13:59:00Z,2022-08-03T14:00:00Z,2023-01-29T00:30:00Z,2023-01-28,NHL REGULAR SEASON,"K8vZ9171o8f, K8vZ9171oBf",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
185,Boston Bruins vs. Ottawa Senators,vvG17Z9uDXIy5B,Hockey,180.0,1541.5,2022-07-07T14:00:00Z,2022-07-07T17:55:00Z,2022-07-07T18:00:00Z,2023-02-20T19:00:00Z,2023-02-20,NHL REGULAR SEASON,"K8vZ9171o27, K8vZ9171oB0",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
186,Disney On Ice presents Find Your Hero,vvG17Z92Jrm7U6,Ice Shows,35.0,110.0,2022-09-20T14:00:00Z,2022-09-27T03:59:00Z,2022-09-27T14:00:00Z,2023-01-07T21:30:00Z,2023-01-07,FELD ENTERTAINMENT DISNEY ON ICE,K8vZ9172HM0,TICKETS_AVAILABLE,TICKETS_AVAILABLE
187,Minnesota Wild vs. Arizona Coyotes,vvG1bZ9uVnQ6D_,Hockey,64.0,481.0,2022-07-11T19:00:00Z,2022-09-25T20:00:00Z,2022-08-08T19:00:00Z,2023-01-15T01:00:00Z,2023-01-14,NHL REGULAR SEASON,"K8vZ9171-9f, K8vZ9171oo7",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
188,Boston Celtics vs. New Orleans Pelicans,vvG17Z9oendoBP,Basketball,33.5,1454.5,NA,NA,2022-08-19T14:00:00Z,2023-01-12T01:30:00Z,2023-01-11,NBA REGULAR SEASON,"K8vZ91718Xf, K8vZ9171oaV",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
189,Hamilton (Touring),vvG17Z92LZuPoq,Theatre,49.0,269.0,2022-09-07T14:00:00Z,2022-09-12T03:59:00Z,2022-09-12T14:00:00Z,2023-01-21T19:00:00Z,2023-01-21,BROADWAY ACROSS AMERICA KEY BRAND,K8vZ9174wRf,TICKETS_AVAILABLE,FEW_TICKETS_LEFT
190,St. Louis Blues vs. Chicago Blackhawks,vvG1bZ92RbMzHH,Hockey,0.0,0.0,2022-07-29T21:00:00Z,2023-01-22T02:00:00Z,2022-08-26T15:00:00Z,2023-01-22T02:00:00Z,2023-01-21,NHL REGULAR SEASON,"K8vZ9171o2V, K8vZ9171oz0",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
191,Disney On Ice presents Into the Magic,vvG1FZ9oxfHSzx,Ice Shows,20.0,210.0,2022-10-11T14:00:00Z,2022-10-18T03:59:00Z,2022-10-18T14:00:00Z,2023-01-15T19:00:00Z,2023-01-15,FELD ENTERTAINMENT DISNEY ON ICE,K8vZ917pZO0,TICKETS_AVAILABLE,TICKETS_AVAILABLE
192,New York Yankees vs. San Francisco Giants,G5vVZ9oE0CVq5,Baseball,35.0,510.0,2022-09-13T14:00:00Z,2022-09-13T16:00:00Z,2022-09-14T14:00:00Z,2023-04-01T04:00:00Z,2023-04-01,MLB REGULAR SEASON,"K8vZ9171okV, K8vZ91718Df",TICKETS_NOT_AVAILABLE,FEW_TICKETS_LEFT
193,Pittsburgh Penguins vs. Ottawa Senators,G5vbZ9CkhZ-zr,Hockey,58.0,999.0,2022-08-02T14:00:00Z,2022-08-03T13:59:00Z,2022-08-03T14:00:00Z,2023-01-21T00:30:00Z,2023-01-20,NHL REGULAR SEASON,"K8vZ9171o8f, K8vZ9171oB0",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
194,Monster Jam,vvG10Z9o30b-B1,Motorsports/Racing,30.0,110.0,2022-09-13T17:00:00Z,2022-09-20T06:59:00Z,2022-09-20T17:00:00Z,2023-01-15T02:30:00Z,2023-01-14,FELD MOTORSPORTS,K8vZ917uyff,TICKETS_AVAILABLE,TICKETS_AVAILABLE
195,Disney On Ice presents Find Your Hero,vvG1fZ9G-AnWFq,Ice Shows,20.0,82.0,2022-07-19T14:00:00Z,2022-07-26T03:59:00Z,2022-07-26T14:00:00Z,2023-01-22T00:00:00Z,2023-01-21,FELD ENTERTAINMENT DISNEY ON ICE,K8vZ9172HM0,TICKETS_AVAILABLE,TICKETS_AVAILABLE
196,Disney On Ice presents Find Your Hero,vvG1fZ9G-AiqFx,Ice Shows,23.0,89.0,2022-07-19T14:00:00Z,2022-07-26T03:59:00Z,2022-07-26T14:00:00Z,2023-01-22T20:00:00Z,2023-01-22,FELD ENTERTAINMENT DISNEY ON ICE,K8vZ9172HM0,TICKETS_AVAILABLE,TICKETS_AVAILABLE
197,Los Angeles Lakers vs. New Orleans Pelicans,G5eYZ98HuT8Sq,Basketball,80.0,1000.0,2022-08-29T22:00:00Z,2022-08-30T05:00:00Z,2022-08-30T17:00:00Z,2023-02-16T03:00:00Z,2023-02-15,NBA REGULAR SEASON,"K8vZ91718T0, K8vZ9171oaV",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
198,Disney On Ice presents Find Your Hero,vvG1fZ9G-AlcFO,Ice Shows,23.0,89.0,2022-07-19T14:00:00Z,2022-07-26T03:59:00Z,2022-07-26T14:00:00Z,2023-01-22T16:00:00Z,2023-01-22,FELD ENTERTAINMENT DISNEY ON ICE,K8vZ9172HM0,TICKETS_AVAILABLE,TICKETS_AVAILABLE
199,Washington Wizards vs. Orlando Magic,G5vfZ9odkZeXN,Basketball,17.0,888.0,2022-08-17T19:00:00Z,2022-08-29T02:00:00Z,NA,NA,2023-01-21,NBA REGULAR SEASON,"K8vZ9171oVf, K8vZ9171ov7",TICKETS_AVAILABLE,TICKETS_AVAILABLE
